municipio,criterio,item,encontrado,local_encontrado,local_encontrado_2
Gado Bravo,Receita Orçamentária,categoria_economica,FALSE,http://portaldatransparencia.publicsoft.com.br/sistemas/ContabilidadePublica/views/Receitas/FormCPRCGuias,http://portaldatransparencia.publicsoftsolutions.com/sistemas/ContabilidadePublica/views/?url=Empenho/FormEmpEmpenhos.php&urlorigem=http://www.gadobravo.pb.gov.br/transparencia/#frameContent
Gado Bravo,Receita Orçamentária,especie,FALSE,,http://portaldatransparencia.publicsoftsolutions.com/sistemas/ContabilidadePublica/views/?url=Empenho/FormEmpEmpenhos.php&urlorigem=http://www.gadobravo.pb.gov.br/transparencia/#frameContent
Gado Bravo,Receita Orçamentária,lancado,TRUE,http://portaldatransparencia.publicsoft.com.br/sistemas/ContabilidadePublica/views/Receitas/FormCPRCGuias,http://portaldatransparencia.publicsoftsolutions.com/sistemas/ContabilidadePublica/views/?url=Empenho/FormEmpEmpenhos.php&urlorigem=http://www.gadobravo.pb.gov.br/transparencia/#frameContent
Gado Bravo,Receita Orçamentária,origem,TRUE,http://portaldatransparencia.publicsoft.com.br/sistemas/ContabilidadePublica/views/Receitas/FormCPRCGuias,http://portaldatransparencia.publicsoftsolutions.com/sistemas/ContabilidadePublica/views/?url=Empenho/FormEmpEmpenhos.php&urlorigem=http://www.gadobravo.pb.gov.br/transparencia/#frameContent
Gado Bravo,Receita Orçamentária,previsao,TRUE,http://portaldatransparencia.publicsoft.com.br/sistemas/ContabilidadePublica/views/Receitas/FormCPRCGuias,http://portaldatransparencia.publicsoftsolutions.com/sistemas/ContabilidadePublica/views/?url=Empenho/FormEmpEmpenhos.php&urlorigem=http://www.gadobravo.pb.gov.br/transparencia/#frameContent
Gado Bravo,Receita Orçamentária,rubrica,FALSE,,
Gado Bravo,Receita Orçamentária,sub_alinea,FALSE,,
Gado Bravo,Despesa Extra Orçamentária,valor,TRUE,http://portaldatransparencia.publicsoft.com.br/sistemas/ContabilidadePublica/views/Empenho/FormEmpDespesasExtrasOrc.php,http://portaldatransparencia.publicsoftsolutions.com/sistemas/ContabilidadePublica/views/?url=Empenho/FormEmpDespesasExtrasOrc.php&urlorigem=http://www.gadobravo.pb.gov.br/transparencia/#frameContent
Gado Bravo,Despesa Extra Orçamentária,codigo,TRUE,http://portaldatransparencia.publicsoft.com.br/sistemas/ContabilidadePublica/views/Empenho/FormEmpDespesasExtrasOrc.php,http://portaldatransparencia.publicsoftsolutions.com/sistemas/ContabilidadePublica/views/?url=Empenho/FormEmpDespesasExtrasOrc.php&urlorigem=http://www.gadobravo.pb.gov.br/transparencia/#frameContent
Gado Bravo,Despesa Extra Orçamentária,nomenclatura,TRUE,http://portaldatransparencia.publicsoft.com.br/sistemas/ContabilidadePublica/views/Empenho/FormEmpDespesasExtrasOrc.php,http://portaldatransparencia.publicsoftsolutions.com/sistemas/ContabilidadePublica/views/?url=Empenho/FormEmpDespesasExtrasOrc.php&urlorigem=http://www.gadobravo.pb.gov.br/transparencia/#frameContent
Gado Bravo,Receita Extra Orçamentária,valor,TRUE,http://portaldatransparencia.publicsoft.com.br/sistemas/ContabilidadePublica/views/Receitas/FormCPRCGuiasReceitaExtra.php,http://portaldatransparencia.publicsoftsolutions.com/sistemas/ContabilidadePublica/views/?url=Receitas/FormCPRCGuiasReceitaExtra.php&urlorigem=http://www.gadobravo.pb.gov.br/transparencia/#frameContent
Gado Bravo,Receita Extra Orçamentária,codigo,TRUE,http://portaldatransparencia.publicsoft.com.br/sistemas/ContabilidadePublica/views/Receitas/FormCPRCGuiasReceitaExtra.php,http://portaldatransparencia.publicsoftsolutions.com/sistemas/ContabilidadePublica/views/?url=Receitas/FormCPRCGuiasReceitaExtra.php&urlorigem=http://www.gadobravo.pb.gov.br/transparencia/#frameContent
Gado Bravo,Receita Extra Orçamentária,nomenclatura,TRUE,http://portaldatransparencia.publicsoft.com.br/sistemas/ContabilidadePublica/views/Receitas/FormCPRCGuiasReceitaExtra.php,http://portaldatransparencia.publicsoftsolutions.com/sistemas/ContabilidadePublica/views/?url=Receitas/FormCPRCGuiasReceitaExtra.php&urlorigem=http://www.gadobravo.pb.gov.br/transparencia/#frameContent
Gado Bravo,Quadro Pessoal,nome,FALSE,,
Gado Bravo,Quadro Pessoal,cpf,FALSE,,
Gado Bravo,Quadro Pessoal,cargo,FALSE,,
Gado Bravo,Quadro Pessoal,tipo_cargo,FALSE,,
Gado Bravo,Quadro Pessoal,salario_cargo,FALSE,,
Gado Bravo,Licitação,numero_licitacao,TRUE,http://transparencia.elmar.inf.br/Licitacao,
Gado Bravo,Licitação,objeto_licitacao,TRUE,http://transparencia.elmar.inf.br/Licitacao,
Gado Bravo,Licitação,modalidade_licitacao,TRUE,http://transparencia.elmar.inf.br/Licitacao,
Gado Bravo,Licitação,data_publicacao_licitacao,TRUE,http://transparencia.elmar.inf.br/Licitacao,
Gado Bravo,Licitação,valor,TRUE,http://transparencia.elmar.inf.br/Licitacao,
Gado Bravo,Licitação,cnpj_cpf,FALSE,,
Gado Bravo,Licitação,edital,TRUE,http://transparencia.elmar.inf.br/Licitacao,
Gado Bravo,Licitação,nome_vencedores,FALSE,,
Gado Bravo,Licitação,nome_perdedores,FALSE,,
Gado Bravo,Licitação,data_realizacao,TRUE,http://transparencia.elmar.inf.br/Licitacao,
Gado Bravo,Licitação,setor_interessado,TRUE,http://transparencia.elmar.inf.br/Licitacao,
Gado Bravo,Licitação,integra,FALSE,,
Gado Bravo,Licitação,termo_ratificacao,FALSE,,
Gado Bravo,Licitação,pregao,FALSE,,
Gado Bravo,Licitação,aviso,FALSE,,
Gado Bravo,Licitação,licitado,FALSE,,
Itabaiana,Despesa Orçamentária,acao,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Despesas,
Itabaiana,Despesa Orçamentária,categoria_economica,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Despesas,
Itabaiana,Despesa Orçamentária,elemento,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Despesas,
Itabaiana,Despesa Orçamentária,emp_cnpj_cpf,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Despesas,
Itabaiana,Despesa Orçamentária,emp_data,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Despesas,
Itabaiana,Despesa Orçamentária,emp_indicacao_licitacao,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Despesas,
Itabaiana,Despesa Orçamentária,emp_numero,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Despesas,
Itabaiana,Despesa Orçamentária,emp_valor,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Despesas,
Itabaiana,Despesa Orçamentária,funcao,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Despesas,
Itabaiana,Despesa Orçamentária,lic_data_pag_ultima,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Despesas,
Itabaiana,Despesa Orçamentária,lic_modalidade,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Despesas,
Itabaiana,Despesa Orçamentária,lic_num_contrato,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Despesas,
Itabaiana,Despesa Orçamentária,lic_numero,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Despesas,
Itabaiana,Despesa Orçamentária,lic_obj_servico,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Despesas,
Itabaiana,Despesa Orçamentária,modalidade,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Despesas,
Itabaiana,Despesa Orçamentária,natureza_despesa,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Despesas,
Itabaiana,Despesa Orçamentária,orgao_or_uni_orcamentaria,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Despesas,
Itabaiana,Despesa Orçamentária,programa,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Despesas,
Itabaiana,Despesa Orçamentária,sub_elemento,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Despesas,
Itabaiana,Despesa Orçamentária,sub_funcao,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Despesas,
Itabaiana,Despesa Orçamentária,valor_fixado,FALSE,,
Itabaiana,Despesa Orçamentária,valor_liquidado,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Despesas,
Itabaiana,Despesa Orçamentária,valor_pago,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Despesas,
Itabaiana,Despesa Orçamentária,nome,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Despesas,
Itabaiana,Receita Orçamentária,uni_gestora,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Receitas,
Itabaiana,Receita Orçamentária,alinea,FALSE,,
Itabaiana,Receita Orçamentária,arrecadacao,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Receitas,
Itabaiana,Receita Orçamentária,categoria_economica,FALSE,,
Itabaiana,Receita Orçamentária,especie,FALSE,,
Itabaiana,Receita Orçamentária,lancado,FALSE,,
Itabaiana,Receita Orçamentária,origem,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Receitas,
Itabaiana,Receita Orçamentária,previsao,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Receitas,
Itabaiana,Receita Orçamentária,rubrica,FALSE,,
Itabaiana,Receita Orçamentária,sub_alinea,FALSE,,
Itabaiana,Despesa Extra Orçamentária,valor,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Despesas,
Itabaiana,Despesa Extra Orçamentária,codigo,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Despesas,
Itabaiana,Despesa Extra Orçamentária,nomenclatura,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Despesas,
Itabaiana,Receita Extra Orçamentária,valor,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Receitas,
Itabaiana,Receita Extra Orçamentária,codigo,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Receitas,
Itabaiana,Receita Extra Orçamentária,nomenclatura,TRUE,https://transparencia.elmartecnologia.com.br/Contab/Receitas,
Itabaiana,Quadro Pessoal,nome,TRUE,https://transparencia.elmartecnologia.com.br/FolhaPag/Index/QuadroFuncional,
Itabaiana,Quadro Pessoal,cpf,TRUE,https://transparencia.elmartecnologia.com.br/FolhaPag/Index/QuadroFuncional,
Itabaiana,Quadro Pessoal,cargo,TRUE,https://transparencia.elmartecnologia.com.br/FolhaPag/Index/QuadroFuncional,
Itabaiana,Quadro Pessoal,tipo_cargo,TRUE,https://transparencia.elmartecnologia.com.br/FolhaPag/Index/QuadroFuncional,
Itabaiana,Quadro Pessoal,salario_cargo,FALSE,,
Itabaiana,Licitação,numero_licitacao,TRUE,https://transparencia.elmartecnologia.com.br/Licitacao,
Itabaiana,Licitação,objeto_licitacao,TRUE,https://transparencia.elmartecnologia.com.br/Licitacao,
Itabaiana,Licitação,modalidade_licitacao,TRUE,https://transparencia.elmartecnologia.com.br/Licitacao,
Itabaiana,Licitação,data_publicacao_licitacao,TRUE,https://transparencia.elmartecnologia.com.br/Licitacao,
Itabaiana,Licitação,valor,TRUE,https://transparencia.elmartecnologia.com.br/Licitacao,
Itabaiana,Licitação,cnpj_cpf,FALSE,,
Itabaiana,Licitação,edital,TRUE,https://transparencia.elmartecnologia.com.br/Licitacao,
Itabaiana,Licitação,nome_vencedores,FALSE,,
Itabaiana,Licitação,nome_perdedores,FALSE,,
Itabaiana,Licitação,data_realizacao,TRUE,https://transparencia.elmartecnologia.com.br/Licitacao,
Itabaiana,Licitação,setor_interessado,TRUE,https://transparencia.elmartecnologia.com.br/Licitacao,
Itabaiana,Licitação,integra,FALSE,,
Itabaiana,Licitação,termo_ratificacao,FALSE,,
Itabaiana,Licitação,pregao,FALSE,,
Itabaiana,Licitação,aviso,FALSE,,
Itabaiana,Licitação,licitado,FALSE,,
Bom Jesus,Despesa Orçamentária,acao,TRUE,http://transparencia.elmar.inf.br/Contab/Despesas,
Bom Jesus,Despesa Orçamentária,categoria_economica,TRUE,http://transparencia.elmar.inf.br/Contab/Despesas,
Bom Jesus,Despesa Orçamentária,elemento,TRUE,http://transparencia.elmar.inf.br/Contab/Despesas,
Bom Jesus,Despesa Orçamentária,emp_cnpj_cpf,TRUE,http://transparencia.elmar.inf.br/Contab/Despesas,
Bom Jesus,Despesa Orçamentária,emp_data,TRUE,http://transparencia.elmar.inf.br/Contab/Despesas,
Bom Jesus,Despesa Orçamentária,emp_indicacao_licitacao,TRUE,http://transparencia.elmar.inf.br/Contab/Despesas,
Bom Jesus,Despesa Orçamentária,emp_numero,TRUE,http://transparencia.elmar.inf.br/Contab/Despesas,
Bom Jesus,Despesa Orçamentária,emp_valor,TRUE,http://transparencia.elmar.inf.br/Contab/Despesas,
Bom Jesus,Despesa Orçamentária,funcao,TRUE,http://transparencia.elmar.inf.br/Contab/Despesas,
Bom Jesus,Despesa Orçamentária,lic_data_pag_ultima,TRUE,http://transparencia.elmar.inf.br/Contab/Despesas,
Bom Jesus,Despesa Orçamentária,lic_modalidade,TRUE,http://transparencia.elmar.inf.br/Contab/Despesas,
Bom Jesus,Despesa Orçamentária,lic_num_contrato,TRUE,http://transparencia.elmar.inf.br/Contab/Despesas,
Bom Jesus,Despesa Orçamentária,lic_numero,TRUE,http://transparencia.elmar.inf.br/Contab/Despesas,
Bom Jesus,Despesa Orçamentária,lic_obj_servico,TRUE,http://transparencia.elmar.inf.br/Contab/Despesas,
Bom Jesus,Despesa Orçamentária,modalidade,TRUE,http://transparencia.elmar.inf.br/Contab/Despesas,
Bom Jesus,Despesa Orçamentária,natureza_despesa,TRUE,http://transparencia.elmar.inf.br/Contab/Despesas,
Bom Jesus,Despesa Orçamentária,orgao_or_uni_orcamentaria,TRUE,http://transparencia.elmar.inf.br/Contab/Despesas,
Bom Jesus,Despesa Orçamentária,programa,TRUE,http://transparencia.elmar.inf.br/Contab/Despesas,
Bom Jesus,Despesa Orçamentária,sub_elemento,FALSE,http://transparencia.elmar.inf.br/Contab/Despesas,
Bom Jesus,Despesa Orçamentária,sub_funcao,TRUE,http://transparencia.elmar.inf.br/Contab/Despesas,
Bom Jesus,Despesa Orçamentária,valor_fixado,FALSE,http://transparencia.elmar.inf.br/Contab/Despesas,
Bom Jesus,Despesa Orçamentária,valor_liquidado,TRUE,http://transparencia.elmar.inf.br/Contab/Despesas,
Bom Jesus,Despesa Orçamentária,valor_pago,TRUE,http://transparencia.elmar.inf.br/Contab/Despesas,
Bom Jesus,Despesa Orçamentária,nome,TRUE,http://transparencia.elmar.inf.br/Contab/Despesas,
Bom Jesus,Receita Orçamentária,uni_gestora,TRUE,https://transparencia.elmar.inf.br/Contab/Receitas,
Bom Jesus,Receita Orçamentária,alinea,FALSE,,
Bom Jesus,Receita Orçamentária,arrecadacao,TRUE,https://transparencia.elmar.inf.br/Contab/Receitas,
Bom Jesus,Receita Orçamentária,categoria_economica,TRUE,https://transparencia.elmar.inf.br/Contab/Receitas,
Bom Jesus,Receita Orçamentária,especie,FALSE,,
Bom Jesus,Receita Orçamentária,lancado,TRUE,https://transparencia.elmar.inf.br/Contab/Receitas,
Bom Jesus,Receita Orçamentária,origem,TRUE,https://transparencia.elmar.inf.br/Contab/Receitas,
Bom Jesus,Receita Orçamentária,previsao,FALSE,,
Bom Jesus,Receita Orçamentária,rubrica,FALSE,,
Bom Jesus,Receita Orçamentária,sub_alinea,FALSE,,
Bom Jesus,Despesa Extra Orçamentária,valor,TRUE,http://transparencia.elmar.inf.br/Contab/Despesas/Extra,
Bom Jesus,Despesa Extra Orçamentária,codigo,TRUE,http://transparencia.elmar.inf.br/Contab/Despesas/Extra,
Bom Jesus,Despesa Extra Orçamentária,nomenclatura,TRUE,http://transparencia.elmar.inf.br/Contab/Despesas/Extra,
Bom Jesus,Receita Extra Orçamentária,valor,TRUE,http://transparencia.elmar.inf.br/Contab/Receitas/Extra,
Bom Jesus,Receita Extra Orçamentária,codigo,TRUE,http://transparencia.elmar.inf.br/Contab/Receitas/Extra,
Bom Jesus,Receita Extra Orçamentária,nomenclatura,TRUE,http://transparencia.elmar.inf.br/Contab/Receitas/Extra,
Bom Jesus,Quadro Pessoal,nome,TRUE,http://transparencia.elmar.inf.br/FolhaPag,
Bom Jesus,Quadro Pessoal,cpf,TRUE,http://transparencia.elmar.inf.br/FolhaPag,
Bom Jesus,Quadro Pessoal,cargo,TRUE,http://transparencia.elmar.inf.br/FolhaPag,
Bom Jesus,Quadro Pessoal,tipo_cargo,TRUE,http://transparencia.elmar.inf.br/FolhaPag,
Bom Jesus,Quadro Pessoal,salario_cargo,FALSE,,
Bom Jesus,Licitação,numero_licitacao,TRUE,http://transparencia.elmar.inf.br/Licitacao,
Bom Jesus,Licitação,objeto_licitacao,TRUE,http://transparencia.elmar.inf.br/Licitacao,
Bom Jesus,Licitação,modalidade_licitacao,TRUE,http://transparencia.elmar.inf.br/Licitacao,
Bom Jesus,Licitação,data_publicacao_licitacao,TRUE,http://transparencia.elmar.inf.br/Licitacao,
Bom Jesus,Licitação,valor,TRUE,http://transparencia.elmar.inf.br/Licitacao,
Bom Jesus,Licitação,cnpj_cpf,FALSE,,
Bom Jesus,Licitação,edital,TRUE,http://transparencia.elmar.inf.br/Licitacao,
Bom Jesus,Licitação,nome_vencedores,FALSE,,
Bom Jesus,Licitação,nome_perdedores,FALSE,,
Bom Jesus,Licitação,data_realizacao,TRUE,http://transparencia.elmar.inf.br/Licitacao,
Bom Jesus,Licitação,setor_interessado,TRUE,http://transparencia.elmar.inf.br/Licitacao,
Bom Jesus,Licitação,integra,FALSE,,
Bom Jesus,Licitação,termo_ratificacao,FALSE,,
Bom Jesus,Licitação,pregao,FALSE,,
Bom Jesus,Licitação,aviso,FALSE,,
Bom Jesus,Licitação,licitado,FALSE,,
Bayeux,Despesa Orçamentária,acao,TRUE,http://siteseticons.com.br/portal/faces/pages/despesa/empenho/inicio.xhtml,
Bayeux,Despesa Orçamentária,categoria_economica,TRUE,http://siteseticons.com.br/portal/faces/pages/despesa/empenho/inicio.xhtml,
Bayeux,Despesa Orçamentária,elemento,TRUE,http://siteseticons.com.br/portal/faces/pages/despesa/empenho/inicio.xhtml,
Bayeux,Despesa Orçamentária,emp_cnpj_cpf,TRUE,http://siteseticons.com.br/portal/faces/pages/despesa/empenho/inicio.xhtml,
Bayeux,Despesa Orçamentária,emp_data,TRUE,http://siteseticons.com.br/portal/faces/pages/despesa/empenho/inicio.xhtml,
Bayeux,Despesa Orçamentária,emp_indicacao_licitacao,FALSE,,
Bayeux,Despesa Orçamentária,emp_numero,TRUE,http://siteseticons.com.br/portal/faces/pages/despesa/empenho/inicio.xhtml,
Bayeux,Despesa Orçamentária,emp_valor,TRUE,http://siteseticons.com.br/portal/faces/pages/despesa/empenho/inicio.xhtml,
Bayeux,Despesa Orçamentária,funcao,TRUE,http://siteseticons.com.br/portal/faces/pages/despesa/empenho/inicio.xhtml,
Bayeux,Despesa Orçamentária,lic_data_pag_ultima,TRUE,http://siteseticons.com.br/portal/faces/pages/despesa/empenho/inicio.xhtml,
Bayeux,Despesa Orçamentária,lic_modalidade,TRUE,http://siteseticons.com.br/portal/faces/pages/despesa/empenho/inicio.xhtml,
Bayeux,Despesa Orçamentária,lic_num_contrato,FALSE,,
Bayeux,Despesa Orçamentária,lic_numero,FALSE,,
Bayeux,Despesa Orçamentária,lic_obj_servico,TRUE,http://siteseticons.com.br/portal/faces/pages/despesa/empenho/inicio.xhtml,
Bayeux,Despesa Orçamentária,modalidade,TRUE,http://siteseticons.com.br/portal/faces/pages/despesa/empenho/inicio.xhtml,
Bayeux,Despesa Orçamentária,natureza_despesa,TRUE,http://siteseticons.com.br/portal/faces/pages/despesa/empenho/inicio.xhtml,
Bayeux,Despesa Orçamentária,orgao_or_uni_orcamentaria,TRUE,http://siteseticons.com.br/portal/faces/pages/despesa/empenho/inicio.xhtml,
Bayeux,Despesa Orçamentária,programa,TRUE,http://siteseticons.com.br/portal/faces/pages/despesa/empenho/inicio.xhtml,
Bayeux,Despesa Orçamentária,sub_elemento,TRUE,http://siteseticons.com.br/portal/faces/pages/despesa/empenho/inicio.xhtml,
Bayeux,Despesa Orçamentária,sub_funcao,TRUE,http://siteseticons.com.br/portal/faces/pages/despesa/empenho/inicio.xhtml,
Bayeux,Despesa Orçamentária,valor_fixado,TRUE,http://siteseticons.com.br/portal/faces/pages/despesa/empenho/inicio.xhtml,
Bayeux,Despesa Orçamentária,valor_liquidado,TRUE,http://siteseticons.com.br/portal/faces/pages/despesa/empenho/inicio.xhtml,
Bayeux,Despesa Orçamentária,nome,TRUE,http://siteseticons.com.br/portal/faces/pages/despesa/empenho/inicio.xhtml,
